step,"Flow: (0.04) S -> I, 
inducing by: I, ","Flow: (0.01) I -> R, 
 not inducing"
444,"0,02970886726330985","0,08900125679365234"
445,"0,029554104905304662","0,08836383226995208"
446,"0,02940073880523242","0,08773155308017064"
447,"0,029248749660896658","0,08710437916088118"
448,"0,02909811853123343","0,08648227067630089"
449,"0,02894882682853721","0,08586518801951205"
450,"0,028800856310866943","0,08525309181359254"
451,"0,028654189074628026","0,08464594291265849"
452,"0,02850880754732588","0,08404370240282186"
453,"0,02836469448048693","0,08344633160306549"
454,"0,028221832942742935","0,08285379206603817"
455,"0,028080206313074667","0,0822660455787722"
456,"0,027939798274211097","0,08168305416332584"
457,"0,027800592806180316","0,08110478007735303"
458,"0,027662574180008448","0,08053118581460261"
459,"0,02752572695156309","0,07996223410534936"
460,"0,02739003595553764","0,07939788791675882"
461,"0,027255486299573237","0,07883811045318823"
462,"0,027122063358514876","0,07828286515642549"
463,"0,02698975276879862","0,07773211570586817"
464,"0,02685854042296649","0,07718582601864454"
465,"0,026728412464306264","0,07664396024967844"
466,"0,026599355281612943","0,07610648279169988"
467,"0,026471355504069104","0,07557335827520316"
468,"0,026344399996241212","0,07504455156835421"
469,"0,026218475853189135","0,07452002777684891"
470,"0,026093570395686157","0,07399975224372388"
471,"0,025969671165546857","0,07348369054912164"
472,"0,025846765921060246","0,07297180851001134"
473,"0,025724842632525672","0,07246407217986682"
474,"0,02560388947788904","0,07196044784830348"
475,"0,025483894838477014","0,07146090204067519"
476,"0,025364847294826687","0,07096540151763286"
477,"0,025246735622608735","0,07047391327464599"
478,"0,025129548788641567","0,0699864045414883"
479,"0,025013275946994526","0,06950284278168908"
480,"0,024897906435177874","0,0690231956919513"
481,"0,024783429770417587","0,0685474312015376"
482,"0,024669835646013022","0,06807551747162563"
483,"0,02455711392777531","0,06760742289463369"
484,"0,024445254650544812","0,06714311609351778"
485,"0,024334248014785575","0,0666825659210413"
486,"0,02422408438325509","0,06622574145901822"
487,"0,02411475427774762","0,06577261201753108"
488,"0,024006248375909194","0,06532314713412447"
489,"0,023898557508122826","0,06487731657297525"
490,"0,023791672654462154","0,06443509032404025"
491,"0,023685584941711954","0,06399643860218245"
492,"0,023580285640453936","0,06356133184627664"
493,"0,023475766162216406","0,06312974071829529"
494,"0,023372018056686168","0,06270163610237535"
495,"0,02326903300898131","0,062276989103867274"
496,"0,02316680283698347","0,06185577104836648"
497,"0,023065319488728104","0,06143795348072846"
498,"0,02296457503985157","0,06102350816406808"
499,"0,02286456169109357","0,060612407078743887"
500,"0,02276527176585373","0,06020462242132801"
501,"0,022666697707801102","0,059800126603562605"
502,"0,022568832078535325","0,059398892251303216"
503,"0,022471667555298266","0,05900089220344989"
504,"0,022375196928735012","0,05860609951086665"
505,"0,022279413100703006","0,0582144874352899"
506,"0,022184309082128335","0,05782602944822639"
507,"0,02208987799090799","0,05744069922984129"
508,"0,02199611304985712","0,057058470667837036"
509,"0,02190300758470017","0,05667931785632332"
510,"0,021810555022105032","0,05630321509467892"
511,"0,021718748887759105","0,05593013688640585"
512,"0,021627582804486335","0,05556005793797617"
513,"0,021537050490404407","0,05519295315767228"
514,"0,021447145757121037","0,05482879765442076"
515,"0,021357862507968596","0,05446756673662056"
516,"0,021269194736276056","0,05410923591096573"
517,"0,021181136523677622","0,053753780881263355"
518,"0,021093682038457035","0,05340117754724687"
519,"0,021006825533926823","0,05305140200338534"
520,"0,02092056134684172","0,05270443053768906"
521,"0,020834883895845452","0,052360239630511736"
522,"0,020749787679950175","0,0520188059533498"
523,"0,020665267277047837","0,05168010636763914"
524,"0,020581317342452634","0,0513441179235494"
525,"0,02049793260747409","0,05101081785877666"
526,"0,020415107878019857","0,05068018359733424"
527,"0,020332838033227735","0,050352192748342434"
528,"0,02025111802412607","0,050026823104817104"
529,"0,020169942872322166","0,049704052642457794"
530,"0,020089307668717825","0,049383859518435214"
531,"0,02000920757225158","0,04906622207017883"
532,"0,019929637808666963","0,04875111881416446"
533,"0,019850593669306284","0,04843852844470241"
534,"0,019772070509929244","0,0481284298327261"
535,"0,01969406374955595","0,04782080202458177"
536,"0,0196165688693338","0,047515624240819225"
537,"0,019539581411427573","0,04721287587498397"
538,"0,019463096977932352","0,04691253649241091"
539,"0,019387111229808764","0,046614585829019915"
540,"0,019311619885839938","0,04631900379011329"
541,"0,019236618721609856","0,04602577044917549"
542,"0,01916210356850252","0,04573486604667525"
543,"0,019088070312721483","0,04544627098887018"
544,"0,019014514894329416","0,045159965846614254"
545,"0,01894143330630709","0,0448759313541681"
546,"0,018868821593631527","0,0445941484080124"
547,"0,018796675852372765","0,044314598065664595"
548,"0,018724992228808943","0,044037261544498836"
549,"0,018653766918559234","0,04376212022056968"
550,"0,018582996165734247","0,043489155627439297"
551,"0,018512676262103532","0,04321834945500853"
552,"0,01844280354627989","0,04294968354835198"
553,"0,018373374402919952","0,04268313990655708"
554,"0,01830438526194086","0,04241870068156743"
555,"0,01823583259775258","0,04215634817703039"
556,"0,018167712928505574","0,041896064847149084"
557,"0,018100022815353462","0,04163783329553907"
558,"0,018032758861730402","0,04138163627408945"
559,"0,01796591771264279","0,04112745668182881"
560,"0,017899496053975065","0,04087527756379604"
561,"0,017833490611809267","0,04062508210991594"
562,"0,017767898151758037","0,04037685365387992"
